Категория;Подкатегория;Группа;Подгруппа;Товар;Бренд;Максимальная продажная цена;Средняя цена продажи (руб)
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.13. Сыры голубая плесень весовые;БЗМЖ Сыр с голубой плесенью Стилтонъ Россия кг;Городецкая Сыроварня; 1 969 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.13. Сыры из смешанного молока весовые;БЗМЖ Сыр тв Мартелло из коз/коров мол 50% Царск Поварня, кг;Василеостровская сыроварня; 1 959 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Dolce Parmesan твердый 40% 1кг фас Уругвай;Dolce; 1 949 ; 1 354 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Moloko Group Гранд Премьер 50% 1кг Россия;Moloko Group; 1 929 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Пармезан 43% выдерж  2 месяца Аргентина, кг;Parme; 1 899 ; 1 681 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр козье молоко мдж в сух в-е 45% VardeVaal Россия,кг;VardeVaal; 1 899 ; 1 253 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Ламбер Гурмэ 55% 1\2 шара вес;Ламбер; 1 899 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Алтайский мини 50% Киприно Россия, кг;Киприно; 1 889 ; 1 282 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Алтайский мини резаный 50% Киприно Россия, кг;Киприно; 1 889 ; 1 313 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Grande Fortezza Rizerva d'Oro 50%  9 мес;Кабош; 1 889 ; 1 333 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Grande Fortezza Rizerva d'Oro резаный 50%  9 мес , кг;Кабош; 1 889 ; 1 240 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.13. Сыры голубая плесень весовые;БЗМЖ Сыр Горгонзола Tirolez с благородной голубой плесенью мдж в сух в-е 50% Бразилия, кг;Tirolez; 1 889 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр твёрдый  Oldfort 40%/45% Карлов Двор, кг;Карлов двор; 1 869 ; 1 050 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Горный мастер 50% Киприно Россия, кг;Киприно; 1 839 ; 1 204 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Пармезан Легурмано мдж в сух в-е 40%/45% Карлов Двор Россия, кг;Карлов двор; 1 839 ; 1 160 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Веселый Роджер 45% Россия, кг;Веселый Роджер; 1 809 ; 708 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Пармезан 40% Terra del Gusto Аргентина кг;Terra del gusto; 1 799 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр твердый Sardo 45% Россия кг;Excelsior; 1 799 ; 1 294 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Качокавалло Santa Margarita 50%, кг;Santa Margarita; 1 799 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Олега Сироты ИСТРИНСКИЙ 50% вес;Истринская сыроварня Олега Сироты; 1 799 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.13. Сыры белая плесень весовые;"Сыр ""Швейцарский Бри"" 50% Moser Швейцария. кг";Moser; 1 799 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.13. Сыры из смешанного молока весовые;БЗМЖ Сыр Львиное сердце с козьим молоком 45% Россия, кг;Львиное сердце; 1 799 ; 1 346 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Пармезан Dolce 40%, кг;Dolce; 1 789 ; 1 359 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Гран-при ТМ Киприно брус Россия, кг;Киприно; 1 789 ; 1 240 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Монтель ТМ Бергмастер 45% Россия кг;Бергмастер; 1 789 ; 1 151 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Маасдам 45% Киприно Россия, кг;Киприно; 1 789 ; 1 053 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр твердый Monamont 6 мес созревания,  Endorf 50%,кг;Endorf; 1 779 ; 1 252 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Парреджано Terra del Gusto 40% фас 1кг Россия;Terra del gusto; 1 749 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Маасдам мдж в сух в-е 45% Кобрин Белоруссия, кг;Мир Вкуса; 1 749 ; 1 141 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Фонтина ТМ Melincue 40% Аргентина, кг;Melincue; 1 749 ; 1 265 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.13. Сыры из смешанного молока весовые;БЗМЖ Сыр из смешанного молока Formaggio 45% Россия кг;Excelsior; 1 739 ; 1 340 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ Сыр Алтайский Gold 50% Киприно Россия, кг;Киприно; 1 729 ; 1 161 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;БЗМЖ СЫР 'ГРОССМЕЙСТЕР' 50% сегмент 1/4;Мир Вкуса; 1 709 ; 1 275 
